mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
1,14,FAMILIAR,47,6548,0,12,800,836.82,0,178,Piura,1,TECNICA
1,7,FAMILIAR,30,5209,28,12,1200,1438.95,65.55,175,Lima,1,TECNICA
1,26,FAMILIAR,32,4964,21,12,7000,9472.78,5724.24,193,Lima,4,UNIVERSITARIA
1,1,FAMILIAR,23,4813,43,12,6178.19,9137.53,3532.65,193,Lima,0,UNIVERSITARIA
1,2,ALQUILADA,21,3899,0,12,1200,0,2153.03,136,Lima,0,TECNICA
1,0,PROPIA,42,4874,0,12,2402.8,1506.97,2890.07,201,Piura,0,UNIVERSITARIA
1,0,PROPIA,39,4071,12,12,948.33,1540,803.46,199,Ica,0,TECNICA
1,8,PROPIA,49,11388,93,12,17669,12721.42,3197.79,224,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,37,8708,0,12,1200,3208.16,0,215,Lima,2,TECNICA
1,0,FAMILIAR,35,4570,21,12,6586.12,1067,148.22,182,Cuzco,0,UNIVERSITARIA
1,7,FAMILIAR,34,6578,25,12,1700,892.54,0,186,Callao,0,TECNICA
0,3,FAMILIAR,34,5939,0,0,8500,83005,0,182,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,30,4417,0,12,1200,400,1349.77,175,Callao,0,TECNICA
0,4,PROPIA,37,7370,115,12,5250,83156.5,57094.38,249,Lima,0,UNIVERSITARIA
1,0,PROPIA,61,8374,64,12,12000,29847.59,2867.61,238,La Libertad,0,UNIVERSITARIA
0,0,PROPIA,39,7520,121,12,12450,98160,57094.38,240,Moquegua,0,UNIVERSITARIA
1,0,FAMILIAR,24,4629,8,12,1292.67,619.54,725.14,195,Ucayali,0,UNIVERSITARIA
1,0,FAMILIAR,42,4083,106,4,10012,14165.13,40583.38,205,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,29,4629,24,12,1604.5,2199,0,180,Lima,0,TECNICA
0,0,FAMILIAR,42,7582,0,12,6000,27727.67,14935.56,199,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,30,7857,10,12,5522,75644.25,36917.1,212,Lima,1,UNIVERSITARIA
1,6,FAMILIAR,50,7520,0,0,1000,3500,8329.68,160,Lima,1,TECNICA
1,2,FAMILIAR,26,4417,23,12,5145,1118.93,496.12,194,Cajamarca,0,UNIVERSITARIA
1,0,FAMILIAR,28,4509,8,12,2500,4027.72,844.51,193,Piura,2,UNIVERSITARIA
1,1,PROPIA,26,3784,9,12,1205.58,1000,1934.58,188,Ica,0,TECNICA
1,0,FAMILIAR,32,4113,0,10,1000,1700,3329.54,194,Lima,0,TECNICA
1,2,FAMILIAR,23,4478,0,12,1350,0,1816.43,156,Cajamarca,0,TECNICA
1,0,FAMILIAR,42,6456,24,0,1623,2989.04,48.56,170,Loreto,0,TECNICA
1,0,FAMILIAR,29,4264,0,12,1300,0,2901.58,175,Lima,0,TECNICA
0,0,FAMILIAR,26,3930,15,12,6055,12529.67,6198.68,194,Tacna,2,UNIVERSITARIA
1,0,PROPIA,64,5240,100,12,28500,121543.4,22081.49,247,Lima,2,UNIVERSITARIA
1,2,FAMILIAR,25,3708,0,11,1491.04,2502.06,6371.52,169,Piura,1,TECNICA
0,0,FAMILIAR,24,4386,14,12,2446.21,0,0,180,Lima,0,TECNICA
1,0,FAMILIAR,41,8070,0,12,1920,3783.65,1949.18,193,Piura,1,UNIVERSITARIA
0,0,FAMILIAR,28,3991,21,12,3500,6000,311.59,219,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,45,5544,34,12,16000,1684.77,1988.04,216,Lima,0,UNIVERSITARIA
1,22,FAMILIAR,42,10687,39,12,3000,6410,39.43,196,Arequipa,0,TECNICA
1,2,FAMILIAR,29,4295,0,12,1000,2440.89,3158.31,168,Piura,1,TECNICA
1,1,FAMILIAR,23,4813,43,12,6178.19,9137.53,3532.65,193,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,27,4658,71,3,4847,2625,2108.94,213,Lambayeque,1,UNIVERSITARIA
1,0,PROPIA,34,4233,0,12,1800,0,7425.85,194,San Martin,0,TECNICA
0,0,FAMILIAR,45,6670,68,11,29180,79000,21.68,205,Lima,0,UNIVERSITARIA
1,25,PROPIA,35,5240,57,12,8200,16770,2809.21,209,Callao,1,UNIVERSITARIA
1,30,FAMILIAR,25,4144,0,12,842.71,0,1986.83,167,Lima,1,TECNICA
1,0,PROPIA,36,6182,19,12,30000,11054.2,0,213,Lima,0,TECNICA
0,0,FAMILIAR,61,6852,38,12,15000,123.13,0,219,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,40,5603,15,0,3785,16864.03,0,204,Lima,0,UNIVERSITARIA
0,0,PROPIA,41,7096,100,12,15000,10500,472.26,204,Ica,0,UNIVERSITARIA
1,25,FAMILIAR,30,6182,36,12,2180,4150,1316.09,175,Lima,2,UNIVERSITARIA
1,0,PROPIA,44,11022,0,10,754.79,448.4,3197.46,199,Piura,1,TECNICA
1,51,FAMILIAR,34,4144,24,11,2500,900,836.94,194,Arequipa,2,TECNICA
0,1,FAMILIAR,32,6731,60,12,15820,0,0,200,Lima,0,UNIVERSITARIA
1,1,FAMILIAR,22,3960,0,12,1322.33,0,2167.74,164,Callao,0,UNIVERSITARIA
0,0,FAMILIAR,29,4113,15,12,4200,186.22,1075.17,200,Lima,0,UNIVERSITARIA
1,0,ALQUILADA,46,4083,6,11,10148,30346.21,57094.38,192,La Libertad,0,UNIVERSITARIA
1,22,FAMILIAR,29,4325,19,12,4000,3155.15,417.43,200,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,34,4828,15,12,1742.37,10824.81,3826.04,190,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,30,4690,19,11,2300,582.75,488.51,199,Lima,0,TECNICA
0,0,FAMILIAR,26,4200,8,12,3929.72,6000,502.13,186,Loreto,0,TECNICA
1,0,FAMILIAR,34,6243,0,12,2200,0,0,190,Ayacucho,0,UNIVERSITARIA
0,28,PROPIA,32,6031,30,12,5254,4365.67,946.59,214,Lima,1,UNIVERSITARIA
1,22,FAMILIAR,42,10687,39,12,3000,6410,39.43,196,Arequipa,0,TECNICA
1,1,FAMILIAR,32,3779,0,12,700,650,3494.79,175,Lima,0,TECNICA
1,0,FAMILIAR,26,4690,11,12,820,748.44,0,177,Ancash,0,UNIVERSITARIA
1,4,PROPIA,42,8739,88,12,20154,0,0,224,Lima,2,UNIVERSITARIA
1,0,ALQUILADA,51,3840,7,0,1200,14046.13,183.93,166,Lima,0,TECNICA
0,0,PROPIA,38,3656,50,12,2450,26960,3274.31,216,Lambayeque,0,UNIVERSITARIA
1,25,FAMILIAR,33,5240,46,12,3000,13843.55,262.39,195,Lima,3,UNIVERSITARIA
0,0,FAMILIAR,35,4478,46,12,30000,7290,5786.29,216,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,31,6913,53,12,4800,743.02,1999.29,193,Lima,2,UNIVERSITARIA
1,24,FAMILIAR,51,3718,30,12,1765.8,10510,5937.87,188,Lima,1,UNIVERSITARIA
0,2,FAMILIAR,37,5694,4,12,1390,9305.18,2729.88,177,La Libertad,0,TECNICA
1,24,PROPIA,40,5026,6,0,1065.19,271.97,396.13,187,Loreto,0,UNIVERSITARIA
1,2,FAMILIAR,33,3626,0,10,1216.3,0,3641.5,175,Lima,1,TECNICA
0,0,FAMILIAR,35,7217,73,12,5550,58953.56,0,202,Lima,0,UNIVERSITARIA
1,0,PROPIA,48,9012,80,12,5000,0.09,57094.38,146,Lambayeque,0,TECNICA
1,0,FAMILIAR,28,4386,30,12,800,5487.96,402.15,175,Lima,1,TECNICA
1,0,FAMILIAR,33,3718,40,12,3000,13819.1,0,211,Lima,1,TECNICA
1,0,FAMILIAR,28,4264,46,12,1890,4329,279.07,208,Lima,4,UNIVERSITARIA
1,25,FAMILIAR,30,4113,26,12,850,1613.94,0,202,Arequipa,3,UNIVERSITARIA
1,2,PROPIA,21,3483,0,12,886.81,0,686.42,175,Lima,0,TECNICA
1,0,FAMILIAR,53,5179,6,0,5000,6864.76,4547.19,197,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,29,3595,0,12,1002.89,0,4071.72,175,La Libertad,0,TECNICA
1,32,FAMILIAR,37,5666,0,12,4500,13005.53,0,195,La Libertad,1,UNIVERSITARIA
1,0,FAMILIAR,35,5026,69,12,1260.64,12074.59,0,187,Arequipa,1,UNIVERSITARIA
1,1,PROPIA,27,3532,6,12,932.66,3464.63,4861.33,194,Lima,0,TECNICA
1,0,PROPIA,32,4325,0,12,3004.75,0,19911.69,211,Piura,1,TECNICA
0,0,FAMILIAR,37,3991,0,12,3249.43,0,7328.63,182,Lima,0,TECNICA
1,0,FAMILIAR,31,5391,17,12,2195,1985.64,674.7,194,Lima,1,UNIVERSITARIA
1,1,FAMILIAR,31,3748,0,12,1900,0,3436.08,173,La Libertad,0,TECNICA
0,0,FAMILIAR,28,4021,15,12,9100,18600,7402.15,213,Lima,0,UNIVERSITARIA
1,0,PROPIA,35,3991,0,12,5300,600,0,221,Lima,3,UNIVERSITARIA
1,0,PROPIA,43,3981,0,11,1239.3,1283.78,4365.51,201,Ucayali,1,TECNICA
1,16,PROPIA,55,9592,0,6,30000,0,0,250,Lima,0,UNIVERSITARIA
1,2,PROPIA,38,3898,0,12,981.74,0,479.75,208,Lima,0,TECNICA
0,0,FAMILIAR,33,4205,0,12,6000,38110,0,219,Lima,2,UNIVERSITARIA
1,0,FAMILIAR,31,4113,4,9,1500,3494,4728.8,199,Lima,0,UNIVERSITARIA
0,25,FAMILIAR,36,4478,38,12,6000,25795,57094.38,202,Lima,1,UNIVERSITARIA
1,0,PROPIA,64,11145,0,12,9000,3450.31,27443.41,238,Lima,0,UNIVERSITARIA
0,0,PROPIA,30,4904,47,12,2700,3968.54,1145.45,238,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,38,5117,0,12,892.96,0,4947.66,196,Callao,0,TECNICA
1,2,FAMILIAR,33,4514,0,12,1079.11,2360,1855.4,194,Lima,0,TECNICA
1,21,FAMILIAR,29,4660,11,0,1450,3983.52,0,157,Lima,1,TECNICA
0,0,FAMILIAR,31,6731,0,12,1554.85,4812,1111.07,177,Lima,0,TECNICA
0,4,PROPIA,42,10961,83,12,6031.26,9379.45,16362.9,204,Lima,2,UNIVERSITARIA
1,2,FAMILIAR,24,5209,0,12,4900,935.59,0,178,Lima,0,TECNICA
1,0,PROPIA,32,5635,0,12,4100,9402.67,0,222,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,33,4813,15,12,2500,1284.66,193.41,204,Lima,2,TECNICA
0,0,FAMILIAR,25,3990,0,12,1424.68,0,6462.92,171,Arequipa,0,TECNICA
1,0,PROPIA,41,5240,38,12,25000,61566,47928.11,231,La Libertad,2,UNIVERSITARIA
0,3,FAMILIAR,55,5574,55,12,2500,4818.07,7750.85,211,Lima,0,TECNICA
1,0,FAMILIAR,36,4174,42,12,2450,11779,2613.87,216,Lima,1,UNIVERSITARIA
0,0,ALQUILADA,55,4251,0,12,2372.72,0,5841.2,197,Junin,0,TECNICA
0,0,FAMILIAR,45,3718,118,12,7797.66,58971.56,11269.08,200,Callao,0,UNIVERSITARIA
0,2,FAMILIAR,32,5360,0,12,1300,0,1638.17,175,Lima,0,TECNICA
1,23,FAMILIAR,30,5087,13,12,800,936.22,0,207,Lima,0,TECNICA
1,2,FAMILIAR,29,3646,0,12,2079,0,1085.44,171,Lima,0,SECUNDARIA
1,21,PROPIA,22,4478,38,12,1314.93,1225,5427.41,185,Ica,1,UNIVERSITARIA
1,25,FAMILIAR,42,8466,87,12,2950,6224.22,3100,202,Arequipa,2,TECNICA
1,1,PROPIA,38,3981,0,12,896.65,0,2790.36,196,Lima,0,SECUNDARIA
1,0,FAMILIAR,34,3474,47,6,4400,3500,2879.18,197,Ancash,3,UNIVERSITARIA
0,0,FAMILIAR,23,5148,46,12,2800,6319.67,7910.63,209,Ucayali,0,UNIVERSITARIA
1,3,FAMILIAR,42,6821,53,12,7470,20190.14,57094.38,196,Lima,1,UNIVERSITARIA
0,2,FAMILIAR,35,3868,16,12,2214.48,5400,3711.45,182,Junin,0,TECNICA
1,1,FAMILIAR,30,4144,12,12,1410.61,4300,5198.03,194,Lima,0,TECNICA
1,0,FAMILIAR,43,4264,107,12,8868,83975.87,7278.29,200,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,52,6059,91,12,15170,11570.85,2089.07,200,Lima,1,UNIVERSITARIA
0,0,PROPIA,28,4748,72,12,8500,30868.7,4373.23,219,Cajamarca,1,UNIVERSITARIA
1,0,FAMILIAR,30,4389,0,1,2200,735,2483.51,214,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,27,4214,16,12,1071.72,3700,0,188,Lima,0,TECNICA
1,0,FAMILIAR,52,3534,0,12,1500,0,4571.1,182,Lima,0,TECNICA
1,1,FAMILIAR,30,6304,49,12,1381.95,800,6642.76,177,Arequipa,0,TECNICA
1,0,FAMILIAR,30,3840,0,9,1200,2600,0,175,Lima,0,TECNICA
0,0,FAMILIAR,45,5026,73,0,6395,24977.14,22774.84,205,Cuzco,0,UNIVERSITARIA
0,0,FAMILIAR,25,4554,0,12,1783.21,3390,5225.81,174,Arequipa,0,TECNICA
0,0,PROPIA,39,3868,0,12,1148.31,0,1279.78,196,Junin,0,TECNICA
1,0,FAMILIAR,34,3748,7,11,2500,25996.73,12137.91,197,Lima,1,UNIVERSITARIA
0,0,PROPIA,46,5391,86,12,15504,36233.4,12896.8,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,28,3809,0,12,7840,9719.35,0,219,Lima,3,UNIVERSITARIA
1,0,ALQUILADA,49,6548,73,12,2118,17480,5340.95,183,Lima,0,TECNICA
0,1,PROPIA,41,7673,112,12,8581,121543.4,57094.38,217,Lima,1,UNIVERSITARIA
1,0,PROPIA,25,4112,0,12,966.06,3300.5,4060.52,188,Loreto,0,TECNICA
0,0,FAMILIAR,32,4478,14,12,1214.66,3118.33,0,176,Lima,0,UNIVERSITARIA
1,18,PROPIA,42,4233,32,12,2160.5,1628.75,14863.93,216,Lima,1,TECNICA
1,24,FAMILIAR,42,5360,45,12,1651.58,3510,4969.52,205,Lambayeque,0,UNIVERSITARIA
1,2,FAMILIAR,30,3868,0,12,800,0,136.95,194,Lima,0,TECNICA
1,33,PROPIA,33,3260,0,12,4000,0,2118.97,219,Lima,2,UNIVERSITARIA
1,2,PROPIA,35,11204,0,12,1850,3066.46,1405.24,221,Cajamarca,0,UNIVERSITARIA
1,0,FAMILIAR,26,4925,0,12,615.68,4400,2596.41,172,Lima,1,UNIVERSITARIA
1,0,PROPIA,38,4883,24,12,981.69,750,127.36,196,Ica,0,TECNICA
0,0,PROPIA,33,5939,0,12,2683.55,280.12,2073.88,209,Lima,1,TECNICA
0,0,FAMILIAR,58,5209,120,12,7500,118258.4,1430.25,212,Lima,0,UNIVERSITARIA
1,21,PROPIA,22,4478,38,12,1314.93,1225,5427.41,185,Ica,1,UNIVERSITARIA
0,0,FAMILIAR,33,6517,77,12,3600,0,4147.15,200,Junin,0,UNIVERSITARIA
0,0,FAMILIAR,52,6456,15,12,2100,0,169.13,219,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,27,3836,0,12,1432.86,0,0,171,Lima,0,TECNICA
1,2,FAMILIAR,28,6031,8,12,6657.3,4103.98,0,186,Lima,1,TECNICA
1,0,ALQUILADA,53,4052,15,12,6000,17169.41,1598.47,199,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,46,4448,0,12,5500,0,0,219,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,39,4052,109,6,5900,32594.58,0,224,Lima,1,UNIVERSITARIA
1,1,PROPIA,56,4782,87,10,19383,121543.4,57094.38,231,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,51,4935,50,12,5000,35560,0,205,Lima,0,UNIVERSITARIA
1,1,PROPIA,51,5360,0,11,1100,0,238.04,199,Junin,0,TECNICA
1,1,FAMILIAR,31,3748,0,12,1900,0,3436.08,173,La Libertad,0,TECNICA
1,1,FAMILIAR,34,4629,0,12,850,7184.97,3257.62,177,Lima,0,TECNICA
0,0,FAMILIAR,24,4570,0,12,1084.18,0,4420.64,182,Ica,0,TECNICA
1,0,FAMILIAR,47,7278,44,12,6200,44630.05,7820.22,219,Callao,1,UNIVERSITARIA
1,2,FAMILIAR,28,5389,5,12,2670.19,2000,27813.82,192,Piura,0,TECNICA
1,0,FAMILIAR,29,4690,0,12,1200,5450.57,5899.61,168,Lima,2,TECNICA
1,0,PROPIA,30,6059,37,12,2000,0,735.32,192,Lima,0,TECNICA
1,0,PROPIA,51,7308,98,12,4500,24694.21,26570.29,216,Callao,0,TECNICA
1,25,FAMILIAR,30,5391,39,12,6000,12501.38,962.03,180,Lima,2,UNIVERSITARIA
0,48,FAMILIAR,43,12545,105,12,4700,5471.89,19672.82,212,Lima,4,UNIVERSITARIA
1,0,PROPIA,37,5117,18,12,2200,2048.47,1222.22,221,Ayacucho,0,UNIVERSITARIA
1,1,PROPIA,37,5040,0,8,689.37,0,2814.64,196,Ica,2,TECNICA
0,0,FAMILIAR,32,6821,19,12,3000,10087,933.68,200,Lima,1,UNIVERSITARIA
1,8,FAMILIAR,29,4660,25,12,3500,7686.12,6945.79,218,Lima,0,TECNICA
1,0,FAMILIAR,47,5725,0,12,1250,0,1005.22,180,Lima,0,TECNICA
1,0,FAMILIAR,25,4417,0,7,5130,0,0,198,Lima,0,TECNICA
1,21,PROPIA,30,5939,35,12,2014,13165.78,886.63,207,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,31,4442,0,10,595.5,0,1858.48,213,Piura,1,TECNICA
1,0,FAMILIAR,31,3840,3,12,1400,5000,4830.33,199,Cuzco,2,UNIVERSITARIA
1,0,FAMILIAR,37,3718,0,12,1534.02,2386.85,7610.49,195,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,35,4509,23,12,2040,744.14,3091.37,204,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,26,4113,14,12,2900,8600,6078.87,208,Callao,1,UNIVERSITARIA
1,2,PROPIA,24,3562,0,10,925.08,0,2710.09,175,Ancash,0,TECNICA
1,0,PROPIA,45,10108,87,12,30000,32161.05,26901.42,224,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,32,3656,17,7,966.89,1680,1668.55,175,Callao,0,TECNICA
0,0,FAMILIAR,29,4964,48,12,6989.4,16399.64,0,193,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,27,5544,12,12,1551.11,16681,1294.75,196,Callao,0,UNIVERSITARIA
1,2,FAMILIAR,28,3699,0,11,1012.29,0,2318.18,168,Ica,0,TECNICA
0,0,FAMILIAR,46,3960,0,1,3100,2000,11010.65,189,Lima,0,TECNICA
1,0,PROPIA,58,5452,0,12,1381.97,963.41,2384.53,178,Lima,1,TECNICA
0,2,FAMILIAR,35,6425,40,12,3200,983.76,9011.3,187,Ancash,0,TECNICA
0,0,FAMILIAR,30,3779,6,11,850,675,2484.67,168,Lima,0,TECNICA
1,0,FAMILIAR,27,3859,0,12,1149.58,0,1587.95,188,Ucayali,0,TECNICA
1,1,PROPIA,49,4539,0,12,915.83,2360,2814.4,199,Piura,1,TECNICA
1,0,PROPIA,32,7247,12,6,3500,998.53,701.15,193,Moquegua,0,UNIVERSITARIA
0,0,PROPIA,46,4083,22,12,15600,2119.54,7216.9,236,Lima,0,UNIVERSITARIA
1,29,PROPIA,56,16317,0,12,1880,0,6131.57,218,Arequipa,0,TECNICA
1,1,FAMILIAR,26,3534,0,12,929.12,0,6507.3,171,Arequipa,0,TECNICA
1,2,FAMILIAR,28,3565,10,12,800,3506,2509.49,168,La Libertad,1,TECNICA
1,2,PROPIA,29,3779,13,12,855.53,500,2240.2,218,Lima,0,TECNICA
1,2,FAMILIAR,28,5389,5,12,2670.19,2000,27813.82,192,Piura,0,TECNICA
1,1,PROPIA,51,4995,0,12,5500,0,14938.19,216,Piura,0,TECNICA
1,0,FAMILIAR,26,4570,0,0,1620,7012.44,0,154,Lima,0,TECNICA
1,5,FAMILIAR,36,4629,31,4,8000,35250,57094.38,202,Piura,1,UNIVERSITARIA
1,0,PROPIA,64,5666,0,11,7000,0,0,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,34,4263,0,12,968,0,1241.07,170,Cuzco,0,TECNICA
0,1,FAMILIAR,53,12392,100,12,7500,48944,9688.75,219,Lima,0,UNIVERSITARIA
1,5,FAMILIAR,41,4144,0,2,2000,3736,4659.32,165,Callao,1,TECNICA
1,0,FAMILIAR,43,5452,11,8,6000,11599.3,232.01,170,La Libertad,0,UNIVERSITARIA
1,21,FAMILIAR,29,4660,11,0,1450,3983.52,0,157,Lima,1,TECNICA
0,0,PROPIA,45,8313,86,0,19800,38186.13,0,204,Lima,1,UNIVERSITARIA
1,14,FAMILIAR,42,6640,0,12,7837.2,1870,0,177,Lima,1,TECNICA
1,1,FAMILIAR,32,6307,28,12,1326.49,1500,1675.33,192,Ica,0,TECNICA
1,0,PROPIA,41,7005,64,12,2500,1518.48,8.71,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,41,4598,0,12,2000,7313.73,57094.38,188,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,6456,72,12,3000,16840,0,212,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,31,5360,10,12,1600,4458.77,2207.3,200,Lambayeque,0,UNIVERSITARIA
1,0,FAMILIAR,33,5574,45,0,994,6800,4259.09,173,Ancash,2,UNIVERSITARIA
1,27,PROPIA,30,4264,30,12,8450,4077.87,382.9,233,La Libertad,3,UNIVERSITARIA
1,0,FAMILIAR,44,4995,85,4,3505.05,0,2079.01,177,Loreto,0,UNIVERSITARIA
0,0,FAMILIAR,32,3899,26,12,1609.8,14404,1741.94,180,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,4113,15,12,4200,186.22,1075.17,200,Lima,0,UNIVERSITARIA
1,0,PROPIA,48,14095,81,12,4362,3816.13,3257.49,173,Lima,1,UNIVERSITARIA
1,7,PROPIA,43,7066,90,12,26400,121543.4,0,236,Lima,2,UNIVERSITARIA
1,0,ALQUILADA,33,4629,0,10,2100,1434.98,0,182,San Martin,0,UNIVERSITARIA
0,0,FAMILIAR,56,6456,87,12,13500,71239.3,54443.2,192,Lima,0,UNIVERSITARIA
0,0,PROPIA,46,6456,87,12,13500,19479.76,7942.84,228,Lima,4,TECNICA
1,15,PROPIA,36,4721,0,11,6500,1699.33,11896.77,221,Ancash,2,UNIVERSITARIA
1,14,FAMILIAR,47,6548,0,12,800,836.82,0,178,Piura,1,TECNICA
0,28,FAMILIAR,37,5056,25,11,2600,5045,10604.44,194,La Libertad,1,TECNICA
1,0,FAMILIAR,25,4721,0,12,1093.16,0,3450.36,169,Lambayeque,0,TECNICA
1,2,FAMILIAR,51,3609,0,12,711.96,1180,2104.88,192,Lima,0,TECNICA
1,0,FAMILIAR,26,4356,0,12,1240.55,3554,1002.61,169,Callao,3,TECNICA
0,0,FAMILIAR,28,4083,22,12,2100,41778.2,2656.24,214,Lima,0,UNIVERSITARIA
1,0,PROPIA,45,5756,12,12,4998.44,3365.96,2957.96,176,Ica,1,TECNICA
1,0,FAMILIAR,29,4448,15,12,4000,9878,3819.16,207,Ancash,0,UNIVERSITARIA
1,0,FAMILIAR,29,4995,12,12,4000,883.01,24.21,199,Arequipa,1,TECNICA
0,0,FAMILIAR,40,7886,0,12,8500,0,13183.28,191,Lima,0,UNIVERSITARIA
1,1,FAMILIAR,24,4029,0,12,1017.82,0,0,154,Ica,0,SECUNDARIA
1,0,PROPIA,36,4113,64,12,23145,23493.95,57094.38,216,Lima,3,UNIVERSITARIA
1,0,FAMILIAR,32,5635,0,12,2000,990.3,3772.96,199,Cajamarca,1,TECNICA
1,0,FAMILIAR,28,4964,0,1,7000,679,28117.16,146,Lambayeque,0,SECUNDARIA
1,0,FAMILIAR,26,5087,0,1,20000,1110.6,6268.84,178,Lambayeque,0,TECNICA
1,0,FAMILIAR,31,6456,0,12,13500,2176.9,0,212,Lima,4,UNIVERSITARIA
0,0,ALQUILADA,53,7551,94,11,22000,0,24818.2,172,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,27,4325,0,12,900,3240,2225.1,162,La Libertad,0,TECNICA
1,0,PROPIA,54,6090,91,12,6100,7603.97,3999.52,224,Lima,2,UNIVERSITARIA
1,25,FAMILIAR,30,3656,6,12,1122,700,650.01,188,Lima,1,UNIVERSITARIA
0,0,PROPIA,61,6090,59,6,2100,14360,0,218,Callao,0,UNIVERSITARIA
1,0,FAMILIAR,35,6821,89,12,4200,30000,4648.18,194,Ancash,3,TECNICA
0,2,FAMILIAR,28,4367,0,12,1812.8,0,7697.47,177,La Libertad,0,TECNICA
1,0,FAMILIAR,27,5878,22,12,3401.75,2937.41,0,206,La Libertad,1,UNIVERSITARIA
1,2,FAMILIAR,25,3503,1,12,5500,4791.32,0,189,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,31,4021,17,12,1337.77,1100,2570.1,170,Junin,0,TECNICA
1,0,FAMILIAR,38,4448,0,12,2000,0,0,180,Lima,2,TECNICA
1,0,PROPIA,57,5240,0,12,2500,3071.71,0,250,Lima,2,UNIVERSITARIA
1,0,FAMILIAR,52,6456,15,12,2100,0,0,188,Lima,0,TECNICA
1,0,FAMILIAR,40,4386,0,12,1200,0,4879.47,207,Ancash,1,UNIVERSITARIA
1,16,FAMILIAR,34,5725,0,2,1280,3208.52,13725.34,162,Lambayeque,1,SECUNDARIA
1,0,FAMILIAR,26,5360,33,12,3300,14498.53,3714.33,213,Lima,0,UNIVERSITARIA
1,23,PROPIA,47,6304,38,12,4193.44,14825,4403.51,224,Ica,1,UNIVERSITARIA
1,9,FAMILIAR,29,5270,9,12,1400,2413.21,1429.89,177,Lambayeque,1,TECNICA
1,25,PROPIA,39,4682,22,12,1008.26,1440,246.55,196,Lambayeque,2,TECNICA
0,0,PROPIA,28,4598,13,12,6500,8000,838.7,208,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,28,4233,19,12,1103.88,920,7530.22,196,Arequipa,0,UNIVERSITARIA
1,0,FAMILIAR,33,4570,0,12,1600,0,1937.63,175,Junin,0,TECNICA
1,0,FAMILIAR,21,3605,0,12,891.34,0,1505.55,175,Lima,0,TECNICA
1,3,FAMILIAR,25,6821,50,12,3139,3835.62,776.6,201,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,28,3809,0,12,7840,9719.35,0,219,Lima,3,UNIVERSITARIA
1,23,FAMILIAR,28,5270,18,12,1088.09,2700.69,5962.91,194,Lima,1,TECNICA
1,6,FAMILIAR,28,5482,36,2,1800,1924.53,0,187,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,61,4417,0,12,3200,0,10766.94,214,Lima,0,UNIVERSITARIA
0,1,FAMILIAR,46,4570,22,12,11670,4188.38,0,198,Lima,0,UNIVERSITARIA
0,0,PROPIA,35,5026,57,12,11000,121543.4,719.37,240,Lima,1,UNIVERSITARIA
0,23,FAMILIAR,33,5847,102,12,2400,17690,9708.52,212,Lima,2,UNIVERSITARIA
1,0,FAMILIAR,36,4417,0,12,2850,0,2995.27,195,Huanuco,0,UNIVERSITARIA
0,0,FAMILIAR,30,4935,23,12,8000,18725,9196.92,219,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,30,3748,81,11,1729,0,2789.67,199,Lima,4,TECNICA
1,0,FAMILIAR,31,4843,0,12,800,4059.38,1671.28,194,Lima,1,TECNICA
0,0,FAMILIAR,36,3290,0,12,3955.98,0,2518.98,194,Lima,0,TECNICA
